,text,label,hashtag_cnt
29646,Chilling in the boss @user seat before he get back in here for half time. @ Staples… #boss,2,
29647,Cousin ️ @ Marina Village #Cousin,0,
29648,"strongest cutie I know, ily @user @ Spirit Sports Duel in the Desert- Palm Springs… #strongest",8,
29649,"@ San Diego, California #SanDiego #California",4,
29650,Selena night on Friday with my ladies @ The Regent #Selena,7,
29651,Champagne and a Popsicle make these girls very happy! @ Majestic Downtown #Champagne #Popsicle,14,
29652,Having a great time meeting some babes at citychiconline culver city thanks everyone for… #citychiconline #calver,1,
29653,They've done it again! I'm harrassing people with prank calls and didn't even know it. #harrassing…,19,
29654,"Chillin. Everybody online Madden keep rage quitting.... (@ Helix De Oro in Spring Valley, CA) #Madden",2,
29655,Guy in the back @ Venice Beach #Guy #back,6,
29656,"(at @user Boutique in Beverly Hills, CA) #Boutique",1,
29657,This picture is sooo funny I miss you so much!! @ The Bear Creek School #️funny,2,
29658,There is no path to happiness: happiness is the path-Buddha @user #happiness #path-Buddha,7,
29659,Thankful for you and our sweet friendship @ Taco Bell Arena #friendship,0,
29660,all smiles @ The New Parish #all smiles,3,
29661,@user sending healing...add honey #honey…,14,
29662,I thought it would be more painful but it wasn't actually … #santamonica…,16,
29663,Anything for Dj @user @ Thirst #Dj,9,
29664,when you are arguing woooooaah here nylia143 (made by @ nyomigeniece with musical.ly) ♬ Here -… #nylia143,13,
29665,Night coffee chats with my @ Portfolio Coffeehouse #CoffeeChats,8,
29666,My boys did it! Love this double post up #blessed…,0,
29667,When crossing borders becomes a habit... @ San Diego Bay #crossing,6,
29668,pretty in pink // 1986 @ Hutchins Street Square #pretty #pink,3,
29669,Got to see Kobe play before the seasoned ended... And before he retires And of course they… #Kobe,5,
29670,mirror pics never go out of style @ Washington State University #mirror,10,
29671,Chocolate custard. ️ @ The Bigg Chill Frozen Yogurt #️,0,
29672,HAPPY 8th BIRTHDAY to my favorite little buddy @ Glen Oaks Swim & Tennis Club #BIRTHDAY,8,
29673,"Just a kid from Seattle making it happen. : jrmilllar @ Seattle, Washington #jrmilllar",18,
29674,I'm back @ Disney California Adventure #Disney #California,3,
29675,He plays way too much! ️ @ Planet Hollywood Resort & Casino #️,0,
29676,Musically ba kamo @ West Coast Equine #ba #kamo,2,
29677,Ok it's official. My favorite new hotel is sls. You gotta check out the gym #sls.,6,
29678,"Palm Springs was a success, congrats on getting paid babe ️ @ Spirit Sports Duel in the Desert-… #babe",0,
29679,I love me enough for the both of us @ Luxor Hotel and Casino #love,1,
29680,When your whole team is on point so impressed with everyone. Eeeek thanks for the sneak… #Eeeek,0,
29681,PNW feels in LA with @user Wearing the Apollo Windbreaker + Belgians Beanie. @ Los… #PNW,7,
29682,Box suite at the Clippers v Bulls game I ️ LA... THANK YOU BAE!! @ VIP Suite at Staples Center #LA...,0,
29683,celebrating love. with my favorite meal. wagyu tataki. to many more happy ones @user ️… #wagyu #tataki.,0,
29684,ShoutOuts To My Girls At @user For This Care Package! Flight Ready!! If Your in LA Hit… #ShoutOuts,1,
29685,"Another @user look on le blog. @user @ Beverly Hills, California #blog.",10,
29686,"Of all the pictures I've taken, this is my favorite . @ Gusto Handcrafted Pasta & Pizza #Gusto",8,
29687,@user @user lol okay I will? Nice come back #@user,2,
29688,One of Teacher Ashley's talented jumpstart teams. @ The Dance Studio of Fresno #Jumpstart,8,
29689,@user never really talked to much but I think we hung out a couple times #@user…,16,
29690,Nights filled with love & laughter. @ Mohawk Bend #love #laughter.,10,
29691,"@user @user hahahaha why cus you can't do it yourself, gotta have your woman fight your battles for you #cus",2,
29692,Showtime @ The Viper Room #Showtime,6,
29693,Emma is our new favorite person. ️ @ BJ's Restaurant and Brewhouse #️,0,
29694,A night with these guys makes me forget all my worries ️ ️ @ Brunswick Majestic Lanes #️,0,
29695,I wonder what his favorite E-Juice is #E-Juice…,2,
29696,"If I somehow make it to old age, I better be the fucking dirty grandpa #grandpa…",2,
29697,"I wish all roads led to San Francisco @ San Francisco, California #SanFrancisco",1,
29698,Let the festivities begin @ Normandie Casino #celebration,19,
29699,Come on tell me if you wanna say something #santamonica…,3,
29700,Mastermind. : cred @user @ Hollywood Califormia #cred,10,
29701,- xx hat tip to @user @ Roosterfish #@user,8,
29702,leap day @ Republic of Pie #leap #day,7,
29703,@ Hollywood Walk of Fame #Hollywood,14,
29704,Like dags? @ Andytown Coffee Roasters #dags?,1,
29705,"@user thank you for being a voice,thank you for being brave,thank you for setting an example & being the light we need in the world #@user",9,
29706,A @user player dives back to first place against @user this past weekend. by… #@user,10,
29707,"Searching for gains with Lane 8's Spring Mix (at @user in Oakland, CA) #SpringMix",1,
29708,2.28.16 @ Ahmanson Theatre #2.28.16,13,
29709,"ATTN: @user fans !! I am selling 2 tickets for The Lights Down Low Tour, 4/2/16… #ATTN:",3,
29710,So much fun today with my Hawaii fam! I will certainly miss you guys! Love you lots! Hope you… #Hawaii,3,
29711,"Facebook wall, guess what I just wrote... @ Facebook HQ #Facebook",19,
29712,Want to know one of my travel secrets @user I eat Thai as much as possible because you won't. #Thai,14,
29713,"Details, Details Wedding season is upon… #weddingseason",3,
29714,Expanding like trees .As deep as the ocean ;As far as the eye can see ️ @user #️,0,
29715,"One year later, I'm a better person for having known her. Love this lady. : @user @user #@user",18,
29716,Posting this here for progress • backbends have always been a real bitch for me and I hate… #backbends,7,
29717,"It's Lit Fam @ Design & Dine- Summerlin/ North West Las Vegas, NV #Lit",4,
29718,I absolutely loved the Santa Monica beach! You can't go swimming in the Ocean in Oregon with… #Santa Monica,3,
29719,Boise at @user with @user tonight! Doors at 8:30pm . by ericjonevans @ Reef Boise #ericjonevans,10,
29720,Fun afternoon snappin' pics with ivoryventuraa teamlucasfitness spenceremanuelle… # ivoryventuraa #teamlucasfitness #spenceremanuelle…,18,
29721,Every building is a museum @ Balboa Park #museum,1,
29722,"My fave place (at @user in Los Angeles, CA) #losangeles…",1,
29723,Some lady named Julia lived in a house with this lovely view from her balcony @ Julia Pfeiffer… #Julia,1,
29724,Nvm my dad said I can stay and Que ya no ese chingando #Nvm,2,
29725,Lil snack before I head home @ Pizza Nova #snack,19,
29726,Sometimes you just need extra cuddles from Eeyore ️ @ Pooh Corner #Eeyore,0,
29727,MY LITTLE JIBBER-JABBERY NEPHEW IS 6MONTHS brittanypromes @ Much Love #brittanypromes,8,
29728,@user that is an awesome shot #santamonica…,5,
29729,"@user @user think about it sir, this is not a beauty pageant, this is serious stuff, everyone smiles at different times #beauty…",11,
29730,I miss you Grandma. 12 years we have gotten together at your favorite restaurant. Sizzlers . I… #Grandma.,16,
29731,@user dinner with the fambam @ CheeseCake Factory Boca Park #fambam,0,
29732,: leslie.__ @ Disney California Adventure #leslie.__,18,
29733,treehouse.la ️ @ Think Tank Gallery #treehouse.la,0,
29734,Golden gating @ San Francisco Bay #goldengating,1,
29735,"Beat the Americans! (at @user in Kent, WA) #america…",19,
29736,Every sunset has Aesthetic potential. SicPic harder than us. - onatethegreat -THANK YOU… #SicPic,18,
29737,We're home @ Star Wars Launch Bay at Disneyland #home,1,
29738,Last dinner with these two at 5A5 @ 5A5 Steak Lounge #5A5,5,
29739,"White girl candid @ West Hollywood, California #candid",18,
29740,The Lakers warm up as I search for Jack Nicholson ️ @ Staples Center #Lakers,0,
29741,Hard to believe tonight's dinner is last nights leftovers!!! ️ @ Ruth's Chris Steak House #leftovers!!!,0,
29742,The dog days @user @ Pala Raceway #dogday,18,
29743,I LA. @ Baldwin Hills Scenic Overlook #LA.,0,
29744,Let's Drop Some... @ The Mayan #Let'sDropSome...,14,
29745,My Cube Stereo 160 basking in the sunset! Going to miss these sunsets but the preparation to… #Cube #Stereo,19,
29746,Just me being awesome . @ McDonald's at 562 N Main St #McDonald's,14,
29747,"those munchies tho!!! @ Fullerton, California #munchies",4,
29748,I've missed you @ Pho Kim Long #missyou,9,
29749,"Bacon (at @user in Mexicali, BC) #Bacon",1,
29750,My first alcoholic beverage at a restaurant I got to sit in the bar area and I felt like a… #alcoholic,16,
29751,King and Queen ShaunxGrine@gmail for appts walk ins welcome needlepushers Feel free to DM if… #ShaunxGrine@gmail,7,
29752,"love these girls w all my ️ @ Capital High School (Olympia,… #love",0,
29753,"It's been 2 years, but I still have my ugly ass backhand spring.... On the trampoline … #backhand #spring",2,
29754,"@user Thanks for getting power restored so quickly. I enjoyed being unplugged, but don't want to make it a habit on a regular basis. #Unplugged",14,
29755,No worries.. Except for when we had to find the car. @ Castle Rock… #car.,2,
29756,No corny inspirational quotes here I'm petty w/ my flow. Type to send you nothing but negative… #corny # inspirational #quote…,5,
29757,Cheesin ️ @ Calico Tanks - Red Rock #Cheesin,0,
29758,Really cool ghost town in Nelson Nevada actually it's a gold mining town I think I'll share it… #Nelson #Nevada,13,
29759,Missing my momma and some fresh snow @ Evergreen Lodge Yosemite #snow,3,
29760,Happy 21st to my older brother! Mazal Tov Ad-120! Much love ️ deankinan @ Barton G. Los Angeles #deankinan,0,
29761,Me going over the falls the first try on the flow rider. @ Wave House Mission Beach #flow,2,
29762,Throw back with the best @ El Pescador West Covina #best,3,
29763,my intentions are always correct! #santamonica #sanfrancisco…,5,
29764,Woman's convention 2016 @ Ontario Convention Center #Woman's convention #2016,0,
29765,"Missing tan bods, blonde hair and these girls. Summer come faster ️ @ Chelan, Washington #️",0,
29766,Take me back.... @ Disneyland #Disneyland…,13,
29767,"""Lay off me...I'm starving!"" @ Florence Food Delivery #fooddelivery",2,
29768,With my handsome nephew Andrew bebe earlier today ️ @ Disneyland #bebe,0,
29769,Mix up clip TWERRRKKKK CLASS Was so much fun ... Ladies you all rocked it out ... Y'all killt… #TWERRRKKKK CLASS,4,
29770,When there's food waiting for you inside the fridge spoiled by my… #food…,13,
29771,Goodnight! What a magical way to kick off March. Looking forward to an exciting month ahead … #Goodnight!,5,
29772,What a beautiful night. It started off with this sweet one..Do What You Want To @user #…,1,
29773,"Hold up krisxoo kait_13 @ Truckee, California #krisxoo #kait_13",18,
29774,"@ Los Angeles, California #LosAngeles #California",12,
29775,she's God's greatest gift to me and she will always be I love you… #loveyou…,0,
29776,When you and your intern come dressed the same with same hairstyle … #workout…,2,
29777,Bridgett at her Basketball game @ West Valley Junior High School #Bridgett,5,
29778,"Baby got crop @ Compton, California #crop",1,
29779,"Snapchat @ Hesperia, California #Snapchat",5,
29780,See you guys tonight at @user for @user For tickets text Kevin at (858) 336-5868 @ Parq #Text #Kevin,5,
29781,"End of the world @ San Francisco, California #world",11,
29782,"Got to meet baby Paislee congrats girly, she's beautiful @user @ Good Samaritan Family… #Paislee",3,
29783,When u find out what you did last night @user #santamonica…,2,
29784,Amazing way to end the night @user @user @ Focus OC (Tapas) #@user,8,
29785,Today was so nice and so rewarding but I'm freezing ! #wedding…,2,
29786,The best guys in my life @ Hodad's Ocean Beach #Hodad's,9,
29787,Got my bestie angel_akopyan beautified with her messy Blow out @ Hair & Makeup by Silva Y. #angel_akopyan,9,
29788,"Living in my dream city, Los Angeles. : fd_photo_and_video @ LA River #fd_photo_and_video",10,
29789,Happy holidays! Tap dance duet with @user Always look on the bright side of life!… #tap #dance,5,
29790,"Visiting Grandpa Kaufman today with Madre ️ @ San Rafael, Marin County, Ca #Grandpa Kaufman",0,
29791,"Fallon Squared ️ Missed my Cali cousins! @ Marina Del Rey, Venice Beach, CA #Fallon",0,
29792,"rooomie love ️ @ Los Angeles, California #rooomie",0,
29793,Dad wanted a selfie with his bourbon Happy Thanksgiving from my… #beverly…,2,
29794,"""You can call me Arnase after this"" @ Bellis Fair #""Arnase",2,
29795,My parents told me I couldn't climb any higher cause I already spend too much time with Laura @ Red… #Laura,2,
29796,"These, I got bidness tonight. Giddy up sir with your newly purchased condoms. I guess we know how he'll be giving thanks... #bidness",16,
29797,Back again thanks Dee for being w us at this Time mean A lot #dee…,5,
29798,I ️ SF & lejita @ San Francisco-Oakland Bay Bridge #SF #lejita,0,
29799,Dessert was amazeballs @ Buddy V's #amazingeballs,5,
29800,"""The Lord is near to the brokenhearted and saves the crushed in spirit."" -Psalms 34:18 @ City of… #Psalms",0,
29801,@ Hermosa City Beach #@HermosaCityBeach,8,
29802,Chilly and windy but worth it for a nice sunset. @ Leo Carrillo State Beach in Malibu #sunset.,6,
29803,With Janice! @ Anaheim Packing House #Janice!,5,
29804,"What to do and where to eat ?? (@ City of San Francisco - @user in San Francisco, CA) #SanFrancisco",2,
29805,Kenzie is not impressed... @user @user @user So much fun! Thanks for… #Kenzie,2,
29806,I love the perks! I can shop freely now @ Costco #shop freely,19,
29807,"Date night 2.0.... Dinner and a show (at @user Ristorante in Las Vegas, NV) #Ristorante",9,
29808,Who want a shot.!!! @ Superior Grocers #!!!,2,
29809,"We're Coolin it in Vegas @ Las Vegas, Nevada #Vegas",6,
29810,"|| Big hat, sunnies, coffee in hand... the usual. || { @ Los Angeles,… #️",19,
29811,@ New Class Creations #dance #dancing #dancehall #dancer #dancers…,15,
29812,Today marks eighteen years of friendship ️ I love you Jessie. Welcome to… #Jessie,0,
29813,My favorite things from today 1. Coming home to my favorite artist rylesmith 2. A new bottle of… #rylesmith,3,
29814,"I mean, this is ok, I guess. ️ @ Nipomo, California #️",0,
29815,What are you thankful for... @user #thankfulfor...,5,
29816,esposa ️ @ It's A Grind #esposa,0,
29817,It's the start of a long holiday weekend! Time to indulge! : @user @ Connie & Ted's #holiday,10,
29818,@user that's wisdom. You'll feel better...just not today. #selfie…,5,
29819,"My beautiful client's selfie! @ San Diego, California #selfie!",1,
29820,"Absolutely LOVED seeing my Dey Dey in Olympia, Washington tonight! Distance has nothing on us!… #Dey",1,
29821,"so blessed to have her as my sister even when she drives me crazy ️ @ San Francisco, California #️",0,
29822,Look at my dancers go ! I am so thankful for the opportunity to share my… #dancers,1,
29823,I can't wait to drop this album!Who's ready to hear it? I'm getting close to releasing it! My debut… #selfie…,14,
29824,Vegas it was fun but it's time to go back reality @ Las Vegas #reality,16,
29825,Vegas it was fun but it's time to go back reality @ Las Vegas #reality,16,
29826,Mi Casa. @ TownePlace Suites Redding #Casa.,6,
29827,@ Hesperian Falls Apartments #Hesperian Falls,4,
29828,"Came to hang out, get an ornament, and have some dinner. @ Downtown Disney #dinner.",8,
29829,Shooter : @user @ Sagebrush Cantina #Shooter,18,
29830,@ The Parlor Hollywood #@TheParlor #Hollywood…,14,
29831,Happy DIY Thanksgiving! @ Walmart Las Vegas - E Tropicana Ave #Thanksgiving! #,2,
29832,"Meet my new ride b*tchezzzzz @ Mission Viejo, California #b*tchezzzzz",2,
29833,"Tapping out with my dog literally @ Los Angeles, California #literally",2,
29834,When at safe way and run into squad lol we in the Parkin lot on #Parkin,15,
29835,"Happy when I'm with you @ San Francisco, California #love…",9,
29836,3 months later @ MidiCi The Neapolitan Pizza Company #MidiCi,3,
29837,"Me tomorrow. . I can already hear it @ Port Hueneme, California #…",2,
29838,You dont want to know how many takes it took but to our family in California and our family in… #California,2,
29839,"Good evening! We hope you're having a great Thanksgiving's Eve, and enjoy your Thanksgiving day!… #Thanksgiving",5,
29840,Boost your booty burn with these sculpting moves Combined with my Bforce resistance band. Ahhhh One… #BootyBurn,4,
29841,"@ Los Angeles, California #LosAngeles #California",1,
29842,@user totes stalking you #santamonica #totes…,2,
29843,Can't escape this place ️ @ Starbucks #️,0,
29844,relationship goals bailey.tormey @user @ Kane Dance Academy #relationship #goals #bailey.tormey,10,
29845,@user no I meant goat #puppy #puppypuppy…,2,
29846,".This place is magical. Coming back here soon, who wants to come? @ Muir Woods Forest #.",7,
29847,Thank you Ethan for putting up with our photo shoots and girl talk … #Ethan…,9,
29848,"California love ️ @ Beverly Hills, California #love",0,
29849,"@ San Diego, California #SanDiego #California",13,
29850,It ain't for everybody!! Clowning & fellowshipping with my brothers luis_inkpriest_ochoa… #funny…,2,
29851,@user and I chillin at work. Hahahaha. I mean... katieblackwolf… #katieblackwolf,0,
29852,@user bringing life to universalstudios !! @ Universal Studios Hollywood #universalstudios,1,
29853,So thankful for these two and our adventures @ Disneyland #adventures,7,
29854,We on route y'all ...be safe and have a wonderful evening @user @user @ San… #@user,19,
29855,"Embrace your flaws as they are a part of what makes you, YOU! Having a perfect body is definitely… #beautiful…",5,
29856,"Yep, it was heavy killer workout today with whiskey_med and jhorst03... can't wait to do it again… #whiskey_med #jhorst03",6,
29857,Cause why not take Christmas pictures before Thanksgiving PC: zooploop @ Awesometown U.S.A #zooploop,2,
29858,"@ Tulare, California #Tulare #California",5,
29859,"De mis looks favoritos ""ever"" ️ @ Wynn Las Vegas #losangeles",0,
29860,GLAM (in that order) @ Northridge Academy High School #GLAM,7,
29861,"Happy Thanksgiving, enjoy our awkward family photo photo cred: l_ratz8615 @ House of Aaron #l_ratz8615",1,
29862,Not sure the last time I saw someone writing a check! @ Sellwood Public House #check!,2,
29863,: hey we literally NEED to hangout sometime very soon bc hey I just love u #hangingout…,19,
29864,"So much love for the birthday girl @ North End, Tacoma, Washington #birthday",3,
29865,"Dear San Francisco, it's just a day but you've already stolen my heart ️ @ San Francisco, California #️",0,
29866,When your side chick named Tierra Mia #tattoo…,14,
29867,"Me, myself, & I @ Las Vegas Blvd, NV #I",8,
29868,"The City wasn't ready for us, I love my friends ️… #TheCity",0,
29869,I my silly boys! @ Carsland California adventure! #boys!,8,
29870,"I beanies @ Ferndale, Washington #beanies",8,
29871,Sittin by the fire @ Padre Hotel #Sittin,4,
29872,Dinner date with bae peacelovefam ️ @ Amor y Tacos #peacelovefam,0,
29873,"Meet Dookie Girl ️ lmfao! She may annoy the shit outta me at times, but… #lmfao!",0,
29874,Hanging with this goofball. @ Buffalo Wild Wings #f goofball.,1,
29875,"Ohana means family ️ @ Moran State Park, Orcas Island #Ohana",0,
29876,"Finally going to sleep (@ Medici Apartments in Los Angeles, CA) #Medici",1,
29877,When you're best friend visits you at work @ Polaroid Fotobar Las Vegas #bestfriend,16,
29878,"My house wins the holiday season so far. Sorry not sorry . @ Lathrop,… #holiday",5,
29879,Just be nice and mind ur own business and no one will talk shit #selfie #selfie…,5,
29880,zero filters needed for this beautiful city @ PIER 39 #zero filters,1,
29881,Pre-Thanksgiving with my girls ️ @ Blind Barber #Thanksgiving,0,
29882,"Happy Persiagiving from your non Persians @user @ Newport Beach, California #Persians",9,
29883,"Kiss and Tell @ Los Angeles, California #Kiss and Tell",3,
29884,Sweet sweet San Diego @ San Diego International Airport #SanDiego,3,
29885,"EVERY MONDAY IS GOOD DAY SESH WITH MY SQUAD grimcrewbmx @user @user @ San Diego, California #griffcrewbmx",4,
29886,reunited and it feels sooo good @ Westfield Galleria at Roseville #reunited,3,
29887,OMG 3 words: ONE TREE HILL #santamonica #sanfrancisco…,1,
29888,"@user your scaring me because I'm over here reading a article about aliens and then your like ""it's coming"" #alien…",2,
29889,pies are done and had a few drinks relaxing now til im ready for bed #pies,5,
29890,9 years ago yesterday this lovebug came into my life and has been a constant source of comfort &happiness. Ty Maxy #lovebug,9,
29891,Merry Christmas from my family to yours ️ @ Many Adventures of Winnie… #Christmas,0,
29892,"Merry Christmas to my favorite big bro, and romodel, @user I love you dude! #romodel",15,
29893,"My beautiful family ️ @ San Jose, California #️",0,
29894,Ice skating ️ @ Gateway Ice Skating #Ice skating,0,
29895,@ Starbucks Paseo Chapultepec #Paseo #Chapultepec,17,
29896,this nigga is an idiot #nigga,2,
29897,"Merry Christmas from the Veles family! We are loving our Christmas present, little Elianah @user #Elianah",1,
29898,Wifey and I made some Chicken Tamale today. All from scratch as usual. Chicken Tinga for the… #Chicken Tinga,16,
29899,It was deeeeeeep today! drewbiedooby @user @user @user #drawbiedooby,10,
29900,"Christmas 2k15 with her @user @ City Of Temecula, CA #2k15",9,
29901,"Downtown Disney!!!! (@ Trader Sam's Enchanted Tiki Bar - @user in Anaheim, CA) #Disney!!!!",1,
29902,"Merry Christmas from my older twin ""Romme mommy"" Had a relaxing day with the fam, there was a… #Christmas",1,
29903,Christmas feels @ Wynn Las Vegas #Christmas #feel,17,
29904,Happy happy joy joy @user @ Los Angeles International Airport (LAX) #happy #joy #joy,17,
29905,Lie's family back together in this country under the Christmas tree after 12 years. Glad to… #family,17,
29906,Either Christmas is really exhausting or my presents made me faint .... Merry Christmas everyone… #Christmas,19,
29907,I just won in LCR two nights in a row who wants to hit up morongo tomorrow ? #LCR #morongo,2,
29908,Best wishes and Warm regards from me and Steve Harvey haha @ North Stockton #haha,2,
29909,@user got me a selfie stick for Christmas so get ready for more pics like thiiiis. @user #selfie,6,
29910,"Merry Christmas!! Spending american Christmas with these lovely British, Germans and Canadians… #christmas…",17,
29911,Merry Christmas! @ Westborough Park #Christmas!,2,
29912,Had an amazing Christmas dinner at @user in Beverly Hills with my family! ️ Hope you… #Christmas,0,
29913,"The merriest of Christmases with the bestest family. ️ @ Mission Viejo, California #christmases",0,
29914,"Our new life begins now , I love you so much ️ thank you to everyone… #️",0,
29915,That style and that smile #santamonica #california…,1,
29916,Merry Christmas @ Beverly Hills California #Christmas,17,
29917,With my love ones carimerca be.lin.da_anai @ City of Ontario #carimerca #be.lin.da_anai,3,
29918,Couldn't have asked for a better bunch to spend Christmas with. @user #christmas…,3,
29919,"Merry Christmas, Y'all @ Milpitas California #Y'all",17,
29920,Babe. @ Candy Cane Lane. #Babe.,8,
29921,"One of my FAVORITES from today @ Kennewick, Washington #FAVORITES",1,
29922,"Dinner. (@ Sid's Cafe in Vegas, NV) #Dinner.",16,
29923,"CHRISTMAS IS SERIOUS @ City of West Hills, Ca #CHRISTMAS #SERIOUS",17,
29924,thank you so much Beb judearomaz iloveyou! Merry Christmas!… #judearomaz #iloveyou!,9,
29925,travel size vacation christmas tree @ Pine Wild #travel #vacation #christmas #tree,17,
29926,merry Christmas from me and my favorite nugget!!!! @ Almaden… #merry,17,
29927,Merry Christmas with my ho ho hos ️ ️ #christmas…,0,
29928,Merry Christmas from the love of my life and I to you and yours … #Christmas,3,
29929,Freestyle of the century by @user @ GameWorks Las Vegas #Freestyle,7,
29930,Beautiful full moon on Christmas night the best I can get!… #fullmoon,5,
29931,Gift from my baby colene_s. Loving my peacoat . Can't wait to wear… #peacoat,16,
29932,"Besties since '09 ️ @ La Center, Washington #Besties",0,
29933,@user who more people need in their lives bruh #bruh…,6,
29934,Thanks sister @user and ayee__jaime… #ayee__jaime,9,
29935,"It's @ Ojai, California #It's",4,
29936,Merry Christmas @ Irvine Spectrum Center #MerryChristmas,17,
29937,Party Heart - Rick Ross #PartyHeart,4,
29938,Alex is clinically insane #blessed…,2,
29939,"Accident on Bay Bridge! Damn, I just want to get home. @ San… #BayBridge",16,
29940,@ Beautiful Los Osos California #@Beautiful #LosOsos #California,17,
29941,Had a very Merry Christmas here in Anaheim ️ The World of Color shows… #Christmas,0,
29942,the cutest wrapping paper ever on the best gifts from the bestest friends anyone could have ️… #christmas…,0,
29943,My other Salvadorean family. 3 of 4. Cuteness factor … #Salvadorean,15,
29944,"Mercy and I smiling for our 2015 Christmas pic @user ️ @ Santa Monica, California #Christmas",0,
29945,Came to see my new boo thang charlie__b3 @ Jd Allisons Bar & Grill #thang #charlie__b3,9,
29946,I just farted REALLY loudly and scared the shit out of my dog that she actually just barked at me. IM LAUGHING SO HARD. #dog…,2,
29947,"@ Gardena, California #Gardena #California",5,
29948,"A successful Christmas. @ Sly Park, Pollock Pines CA #Christmas.",17,
29949,The @user Xmas party was the definition of lit @user @user @user #lit,4,
29950,새우... @ Fishermans Wharf San Fransisco #새우...,3,
29951,My bones ️ merry chiristmas @ Experience Music Project #merry #chiristmas,0,
29952,Thank you Tito @user and tita beth for making my Christmas extra special! God bless your… #tito,5,
29953,Black and white @ Beverlywood #blackandwhite,5,
29954,SD Nights are @ Gaslamp Quarter #SD,4,
29955,"A lil morning humor. .lol @ Lynwood, CA #.lol",2,
29956,Good mornin y'all ️ @ Culver City Steps #️,12,
29957,Getting ready so me and the girlfriend can spend the day in sd @user #sd,9,
29958,Just do what the shirt says Indulge a little too much?!? Come to class @user 8:15 North Rm 1.… #Indulge,2,
29959,Had an amazing Christmas at home! Haven't even got on the plane yet and I'm already missing… #Christmas,17,
29960,Mixtape coming soon @user @user #Mixtape,4,
29961,"Early workout. (@ Orangetheory Fitness in Las Vegas, NV) #Orangetheory",5,
29962,"Feeling happy & blessed. My son & I along with my loving friends & Miracle Babies , were given… #Miracle Babies",3,
29963,About to see Star Wars again!!!! @ TCL Chinese Theatres #StarWars,2,
29964,"!! (at @user in Anaheim, CA) #hollywood #losangeles…",1,
29965,California wind ain't no joke Come to my store before the wind blows the deals away!! HahaMuch… #HahaMuch,6,
29966,"Breakfast with the family. (@ Ruby's Diner in Long Beach, CA) #Ruby's",3,
29967,Christmas in Disney @ Disneyland #Christmas #Disney,17,
29968,Breakfast @ Qdoba Mexican Grill #Breakfast,0,
29969,"️ ️ ️ ️ ️ ️ (at @user in Anaheim, CA) #️",0,
29970,Get your PS4 @ Target San Mateo Fashion Island #PS4,5,
29971,"i'm on the freeway listening to the rent soundtrack and the license plate in front of us says ""AZT"".. yes i am a renthead can you not tell #renthead",7,
29972,"Happy day after Christmas babes ️ What's going on at Princi today? 25% off everything, that's… #princci",0,
29973,Those gorgeous eyes still take my breath away. What a stud! @ Los Angeles River #Stud!,1,
29974,"New shirt ️ @ Redwood City, California #️",0,
29975,Goodmorning San Diego @ La Jolla Scenic Shores Drive #Goodmorning #SanDiego,0,
29976,Home Sweet Home @ Disneyland #Home #Sweet #Home,7,
29977,Veggie sausage Benedict. Fucking delicious! And I love a good looking rack. @ Radio Room #Veggie #sausage,14,
29978,"Making spirits bright ️ loved this holiday tabletop created with l_k_brooks, featuring… #holiday",0,
29979,Merry Christmas from Lego Santa! @ Bixby Knolls Apartments #LegoSanta!,17,
29980,Last night was dope! Thanks for everybody that came out it was live @ The Parlor Hollywood #live,15,
29981,JENNY FROM THE BLOCK This number always makes me feel like I'm back on the block playing stick… #JENNY,7,
29982,Lion screening with my niece! My ! She's so beautiful and sweet! So proud of the woman she's… #Lion,13,
29983,I think @user might have puked in her chaser but it's still cute though ️ @ Eagle's Pub #chaser,0,
29984,Facebook Holiday Party 2016 @ Levi's Stadium #Facebook #Holiday #2016,17,
29985,Go and see. @user @ Downtown Los Angeles #@user,10,
29986,"Date night whhhhaaatttttt (@ KOKI'S TEPPANYAKI GRILLE in Tustin, CA) #whhhhaaatttttt",3,
29987,1841 48th Street. It was on the news. @ Fab Forties #1841,4,
29988,"Baby it's cold outside, trying to stay warm while hunting for the ""perfect Christmas tree "" @user #Christmas #tree",17,
29989,The legend of Zelda symphonic... ️ (@ City National Civic of San Jose for The Legend Of Zelda Symphony Of The G...) #Zelda,0,
29990,"I love ️ italy (@ Little Italy in San Diego, CA) #italy",0,
29991,@user @ Oracle Arena and Oakland Alameda County Coliseum #@user,9,
29992,"Because its the 3rd Saturday before Christmas (@ Starbucks at City Target in Los Angeles, Calif) #Saturday beforeChristmas",17,
29993,Filet Mignon -Keyboard @ Saltys Seafood #Filet #Mignon,4,
29994,Amazing elephant seals @ Elephant Seal Vista Point #Amazing # elephant seals,1,
29995,"happy freakin holidaze!!! : @user @ Silver Lake, Los Angeles #holidaze!!!",18,
29996,Merry Christmas!! Enjoying a fun night chaperoning the Summit… #summit…,17,
29997,When you try to squeeze all the kiddos into one selfie but just take three instead lol … #selfie…,2,
29998,Merry Christmas!! Enjoying a fun night chaperoning the Summit… #summit…,17,
29999,Tonight I enjoyed one of those moments where all you can do it simply smile because you were… #smile,5,
30000,I might get lucky and meet an A Lister.... Hopefully. But I found out good useful info. Stay tuned. #A Lister,6,
30001,Just me and her tonight. @ Bonefish Grill #momma…,1,
30002,We just met my idol Crystal Washington! She is my favorite social media guru... LOVE HER ️ ️!… #CrystalWashington!,0,
